,Open,High,Low,Close,Volume,Log_Return,Simple_Return
2019-01-02,92.73070067123591,94.77999501810811,92.16248588194682,94.19315338134766,35329300,,
2019-01-03,93.24300972046,93.32684829113309,90.54166232197043,90.72796630859375,42579100,-0.037481849046430316,-0.03678809922335702
2019-01-04,92.88903616051739,95.48791795712623,92.15315145623576,94.94764709472656,44060600,0.04546000831720052,0.04650915211502027
2019-01-07,94.67752075279836,96.1958609703722,94.06273534882985,95.0687484741211,35656100,0.0012746415426755449,0.0012754542434707528
2019-01-08,95.98162195660773,96.84791598725403,94.74272704380061,95.75806427001953,31514400,0.007224548627818228,0.007250708639402026
2019-01-09,96.74543154739648,97.69555685868518,96.16789993824808,97.1273422241211,32280800,0.014198077305236298,0.014299348723679994
2019-01-10,96.14928322503938,96.64297632847756,95.3668207332209,96.50325012207031,30067600,-0.006446236161467312,-0.006425503753728745
2019-01-11,96.12134817576435,96.35422283876852,94.67752242243027,95.75806427001953,28314200,-0.007751841143768946,-0.007721873109021393
2019-01-14,94.91971439314864,95.82326922584178,94.32355582231888,95.05944061279297,28437100,-0.007322460056736308,-0.007295716162939336
2019-01-15,95.4879267001753,97.85393407687918,94.90107801402655,97.8166732788086,31587600,0.028592659334795278,0.029005353368811715
2019-01-16,98.0495253974329,98.98102381475704,97.77007302952809,98.16130065917969,29853900,0.00351700478048635,0.003523196698673292
2019-01-17,97.80736584520311,99.32570620417194,97.58380814173859,98.85064697265625,28393000,0.0069980438751896055,0.007022587403054059
2019-01-18,100.09882094794725,100.50868253341369,98.65500263810978,100.33169555664062,37427600,0.01487155800259635,0.014982689839086794
2019-01-22,99.4374685282062,99.76349159382995,97.67693686706806,98.44076538085938,32371300,-0.01902665199901199,-0.018846787800110065
2019-01-23,98.85061920956383,99.70759608779746,98.12404444051957,99.40019989013672,25874300,0.009699124034891173,0.009746312978829108
2019-01-24,99.53993281779204,99.6703420425772,98.12405108188213,98.92514038085938,23164800,-0.0047907182936687675,-0.004779261106138688
2019-01-25,99.89390181836622,100.49006031768445,98.92514248028162,99.82869720458984,31225600,0.009092282789833898,0.009133743154185137
2019-01-28,98.98104271102594,99.18597353904319,97.49064638013259,97.88187408447266,29476700,-0.01969430397671466,-0.019501638052306203
2019-01-29,97.69556828983518,97.77940685736505,95.17120799658717,95.88846588134766,31490500,-0.020575682844030073,-0.0203654478601899
2019-01-30,97.45337927991883,99.09281158447266,97.18324385198478,99.09281158447266,49471900,0.03287119941374408,0.03341742589864838
2019-01-31,96.68954857045516,98.01227475436224,96.11201693349011,97.2763900756836,55636400,-0.01850059278452749,-0.018330507326867362
2019-02-01,96.67092426587615,96.96900353574821,95.3388809740294,95.73942565917969,35535700,-0.01592612395001679,-0.015799973820041058
2019-02-04,95.82326935860051,98.55256070658746,95.73011380752806,98.49666595458984,31315100,0.028392514446131313,0.02879942381548828
2019-02-05,98.79474048673215,99.9218529541223,98.70159204691247,99.87528228759766,27325400,0.013899531063004343,0.013996578662301085
2019-02-06,99.6703701454442,99.6703701454442,98.30106579234386,98.76681518554688,20609800,-0.011160560846287622,-0.011098512831822394
2019-02-07,97.98434628717902,98.35694006563924,97.14599607210197,98.0588607788086,29760700,-0.007193751082764833,-0.007167937990187223
2019-02-08,97.23913288543345,98.53391529898809,97.11804063259544,98.43144989013672,21461100,0.0037924471352092193,0.003799647562381603
2019-02-11,98.92515064403747,99.27912466812353,97.77941132073386,98.04022979736328,18914100,-0.00398246312607011,-0.003974543636308225
2019-02-12,98.86923966395625,99.80073806448854,98.25445441512471,99.56786346435547,25056600,0.015461553974026375,0.015581702227234873
2019-02-13,100.13610640866298,100.39692489757431,99.40022161107984,99.49337005615234,18394900,-0.0007484472025326225,-0.0007481671857887395
2019-02-14,99.02762156057535,99.94049338624748,98.42215310910387,99.57720947265625,21784700,0.0008423085084620941,0.0008426633498954672
2019-02-15,100.51803088214614,100.88131481655735,100.00570374040146,100.80679321289062,26606900,0.012272428500014218,0.012348043761680305
2019-02-19,100.40621839050328,101.21662459731007,100.3969014161439,100.76018524169922,18038500,-0.00046245642395791855,-0.0004623495074679296
2019-02-20,100.90053875407739,100.97537861880066,99.43184031021426,100.2363510131836,21607700,-0.005212382504464338,-0.005198821610530757
2019-02-21,100.00247602609495,102.41600799592256,99.97441286272145,102.35052490234375,29063200,0.020872533174683825,0.02109188800061257
2019-02-22,102.94921573193517,104.02500824857779,102.73405294633407,103.80985260009766,27763200,0.014157444705592428,0.014258135941621175
2019-02-25,104.54889091402318,104.94178946368166,104.0811525062045,104.38985443115234,23750600,0.005571605644700423,0.005587155905991015
2019-02-26,104.0811379022455,105.93337774052556,103.99694128934875,105.11016082763672,21536700,0.0068764599748770095,0.006900157112101679
2019-02-27,104.48340920138725,105.11017696322715,103.72566811747757,104.93243408203125,21487100,-0.0016922928237217757,-0.0016908617036264229
2019-02-28,104.81081703210592,105.59661408457713,104.52082152042553,104.80146026611328,29083900,-0.0012489524723731278,-0.001248172855835783
2019-03-01,105.60597540508158,105.7275848197455,104.4646925668822,105.26920318603516,23501200,0.004453203367095656,0.0044631336122051835
2019-03-04,105.72758165886286,105.94274445681275,103.6508292196596,105.0166244506836,26608000,-0.0024022432672204017,-0.0023993601899426897
2019-03-05,105.00727481913144,105.13824100517441,104.05309158694376,104.49275970458984,19538300,-0.005000881845702321,-0.004988398254409332
2019-03-06,104.65179531117776,105.39082286170616,104.24018322300454,104.53953552246094,17687000,0.0004475463334605341,0.00044764649726292127
2019-03-07,104.21213721696361,104.35246019168112,102.78085857651554,103.26730346679688,25339000,-0.012244524358482344,-0.012169865202727226
