,Open,High,Low,Close,Volume,Log_Return,Simple_Return
2019-01-02,36.75028523353009,37.6898641400753,36.59368814570471,37.46920394897461,148158800,,
2019-01-03,34.16169045076521,34.57453619881333,33.69190295843866,33.73698425292969,365248800,-0.10492467638582875,-0.09960765916264036
2019-01-04,34.2921843605048,35.245998300901746,34.11898053927335,35.177188873291016,234428400,0.04180313799004304,0.04268919265468307
2019-01-07,35.281596415192155,35.312442278685964,34.61724819958452,35.098899841308594,219111200,-0.002228042732630246,-0.0022255624877934865
2019-01-08,35.48565323681881,36.021878993464554,35.238897140785376,35.768001556396484,164101200,0.01888389601719664,0.019063324437890605
2019-01-09,35.89612022438251,36.664866551777166,35.502259784558376,36.37540054321289,180396400,0.016839054482956493,0.01698163051851531
2019-01-10,36.18322463099874,36.53200747936951,35.794106819127585,36.49167251586914,143122800,0.00319134737976552,0.0031964451502910496
2019-01-11,36.273386454644076,36.46794354601697,35.94832814598715,36.13339614868164,108092800,-0.009866545539983835,-0.009818030868047889
2019-01-14,35.7917243040485,35.89137599820077,35.40497797975705,35.59004592895508,129756800,-0.015151548745117148,-0.015037341563211681
2019-01-15,35.65411028555859,36.3943821085161,35.601911260051914,36.318458557128906,114843600,0.02026012220182352,0.02046675156384703
2019-01-16,36.32084058076156,36.98518904726328,36.30185878224347,36.76215744018555,122278800,0.012142873425874477,0.01221689743133525
2019-01-17,36.58657410659207,37.40751959655014,36.36354252641356,36.980438232421875,119284800,0.005920090763306836,0.005937649132575773
2019-01-18,37.369553633249645,37.45971625451414,37.00890676859886,37.208213806152344,135004000,0.0061404617327876,0.0061593530152048714
2019-01-22,37.110924342637915,37.18684788366704,36.21168057896924,36.373023986816406,121576000,-0.022702137517151524,-0.02244638304023716
2019-01-23,36.57470054471934,36.80959613916495,35.99339721507011,36.5201301574707,92522400,0.004036219096041103,0.004044375598454941
2019-01-24,36.56522597464914,36.65301362642966,36.00290421307908,36.23067855834961,101766000,-0.007957385809674864,-0.00792580962534939
2019-01-25,36.890271619149736,37.51903133240946,36.61504465459194,37.43124008178711,134142000,0.03259941814317862,0.03313660056087531
2019-01-28,36.963826558158345,37.091952773285364,36.458450279667375,37.084835052490234,104768400,-0.00929752470334559,-0.009254436362246654
2019-01-29,37.07296560813992,37.51902868886723,36.56521441598711,36.70045471191406,166348800,-0.010418982401616752,-0.010364892820262428
2019-01-30,38.73384376445083,39.42191672312946,38.017296299473955,39.208377838134766,244439200,0.06610129936787493,0.06833493333821172
2019-01-31,39.412408878116736,40.098110143445815,39.04464442195069,39.49070739746094,162958400,0.007174944147561392,0.007200745730713942
2019-02-01,39.61410265633867,40.09337942283648,39.36971429863973,39.50970458984375,130672400,0.0004809390804705763,0.00048105475021276156
2019-02-04,39.7208725954977,40.72925742817227,39.69002672443846,40.63197708129883,125982000,0.028009041893244765,0.02840498310745576
2019-02-05,41.01397692943241,41.54070999970741,40.89297205344229,41.32716751098633,144406400,0.016964723244880315,0.017109441371669476
2019-02-06,41.43868068103189,41.6569695100412,41.01160297138825,41.34140396118164,112958400,0.0003444223138860689,0.00034448163406142207
2019-02-07,40.904829885716296,41.27022309791329,40.41606043860214,40.55842208862305,126966800,-0.01912105961637446,-0.018939411764868685
2019-02-08,40.26771540968325,40.665650250891964,40.131891443963546,40.6060791015625,95280000,0.001174331578890307,0.0011750213762093953
2019-02-11,40.7585744212062,40.79670082315533,40.329661489113064,40.37255096435547,83973600,-0.0057676644911032375,-0.005751063446016058
2019-02-12,40.5322157324539,40.74667043828146,40.436899701914584,40.720458984375,89134000,0.00858052142367433,0.00861743961452155
2019-02-13,40.83959548318567,41.099324812062115,40.48931684716783,40.55126953125,89960800,-0.004163556026828415,-0.004154900444268583
2019-02-14,40.43926823856838,40.80860634266763,40.36063390919888,40.698997497558594,87342800,0.003636372765215188,0.0036429923900347383
2019-02-15,40.80623611906368,40.91346345759115,40.44880923334926,40.60845947265625,98507200,-0.002227054336631411,-0.0022245762910443334
2019-02-19,40.4392766336708,40.851507928428646,40.38685373654159,40.72998046875,75891200,0.0029880358314353893,0.0029925044601994966
2019-02-20,40.791941569049854,41.29948893444707,40.74428537587072,40.99209976196289,104457600,0.006414917274460824,0.006435536923814711
2019-02-21,40.93729535437326,41.07311568683924,40.57986845134195,40.760963439941406,68998800,-0.005654514432176472,-0.005638557755364371
2019-02-22,40.884871894446135,41.223235588397145,40.837215701877646,41.216087341308594,75652800,0.011103804618701654,0.011165680664976918
2019-02-25,41.49964124582385,41.90710582108216,41.44959988672047,41.516319274902344,87493600,0.007257935888274819,0.0072843385425584994
2019-02-26,41.392422020496234,41.77129368525542,41.26374629243125,41.540157318115234,68280800,0.0005740201088530542,0.0005741848899234459
2019-02-27,41.27326982515091,41.699797583479636,41.15889061962103,41.668819427490234,111341600,0.0030925079708122977,0.003097294706654763
2019-02-28,41.53776831669921,41.67835534148874,41.20416773449612,41.25897216796875,112861600,-0.009884517327579403,-0.009835826048172014
2019-03-01,41.528236712468996,41.735543135571554,41.197021288508566,41.69265365600586,103544800,0.01045634573423937,0.010511204357480208
2019-03-04,41.86421734557429,42.35508298576963,41.45436758783305,41.90234375,109744800,0.005016820151904905,0.0050294254648368675
2019-03-05,41.92380461058116,41.93810110875493,41.590203897472975,41.826107025146484,78949600,-0.0018210475702305124,-0.001819390469143256
2019-03-06,41.621175199497635,41.81657033812453,41.44722844052762,41.58543395996094,83241600,-0.0057707537888066944,-0.005754134972227987
2019-03-07,41.43054421304361,41.566368186765395,40.989719863594985,41.104095458984375,99185600,-0.011642198016994431,-0.011574689864725318
2019-03-08,40.58462987503848,41.239912445241174,40.389234781584264,41.201786041259766,95997600,0.002373843190052795,0.0023766629866084354
2019-03-11,41.816560802649775,42.681531325611424,41.78320110804429,42.62910842895508,128044000,0.03405571045704693,0.03464224551493911
2019-03-12,42.89122670675174,43.52744613325643,42.74110624977912,43.10806655883789,129870400,0.011172822346450907,0.011235471431006783
2019-03-13,43.42736286383217,43.67756238941142,43.11044394955633,43.29869079589844,124130000,0.00441226015540745,0.004422008507395381
2019-03-14,43.82052960680952,43.86818942807558,43.50122916555662,43.78002166748047,94318000,0.011055188121125856,0.011116522526072092
2019-03-15,44.04690286026948,44.63784755758058,43.782406850290364,44.34952163696289,156171600,0.012924335596725619,0.013008215797787992
2019-03-18,44.273273139252964,44.89042929325558,44.270887966592596,44.80226516723633,104879200,0.010156777302759766,0.01020853243873776
2019-03-19,44.880899504425805,45.033401481377794,44.30186611779311,44.44721984863281,126585600,-0.007956285495110906,-0.007924718031068645
2019-03-20,44.37573359295211,45.152543603093804,44.01830674487972,44.83562469482422,124140800,0.008700603086240107,0.008738563345787265
2019-03-21,45.27884124565531,46.782416507691266,45.22879987925223,46.486942291259766,204136800,0.036168444715352,0.03683048039757031
2019-03-22,46.546512238552936,47.10648249507304,45.45993505954188,45.52427291870117,169630800,-0.020925807765224548,-0.020708382292108474
2019-03-25,45.63387294895227,45.745866978541436,44.46389856952138,44.97382736206055,175381200,-0.01216494806190917,-0.012091254211212377
2019-03-26,45.66963053267575,45.96033805607303,43.98257500926579,44.50918197631836,199202000,-0.010385201956534803,-0.010331461941221365
2019-03-27,44.97621570071659,45.216881824139065,44.45199033761694,44.90949630737305,119393600,0.008953767001845124,0.008993971879053708
2019-03-28,45.023874875034785,45.16922862786753,44.68551117609868,44.96907043457031,83121600,0.0013256583428348184,0.001326537416263207
2019-03-29,45.23357207727188,45.29314323520392,44.926182866218966,45.26216506958008,94256000,0.006496545552373711,0.006517693876643804
2019-04-01,45.66485812631572,45.67438790998863,44.8880516813076,45.56954574584961,111448000,0.006768161622938996,0.006791117389038037
2019-04-02,45.53380735459335,46.336828999804766,45.524277569564575,46.23198318481445,91062800,0.014432198348068468,0.014536845345340721
2019-04-03,46.048497688881305,46.822922617672326,46.024667775160154,46.54889678955078,93087200,0.006831468667367642,0.0068548563765791215
2019-04-04,46.41546260570076,46.79195276656098,46.02229441102144,46.629920959472656,76457200,0.0017391117917302953,0.0017406249236837645
