,Open,High,Low,Close,Volume
2019-01-02,78.10153106574877,81.21908204546742,78.09339572118431,80.83650970458984,15670900
2019-01-03,80.9431955107157,81.14834351358361,79.34304359259403,79.68769073486328,16286400
2019-01-04,81.32886759148093,82.82234467033624,80.64777477942536,82.62540435791016,16935200
2019-01-07,82.41203401632515,83.26545023226667,81.82120692370268,82.68283081054688,15430700
2019-01-08,83.39673409267539,83.55264852257943,81.68990807636037,82.52690887451172,13578800
2019-01-09,82.7238600477282,83.28186274031906,82.00174149404188,82.38742065429688,14230300
2019-01-10,82.07560540436401,82.65823120757986,81.46016143196572,82.37922668457031,14376100
2019-01-11,81.9689285883179,82.19869333038655,81.19757015941336,81.98534393310547,15439900
2019-01-14,81.13192610832549,83.17519825438822,80.95960255486183,82.83055114746094,21258500
2019-01-15,81.14834504004016,84.08606599891813,80.91037260096252,83.43779754638672,26504900
2019-01-16,83.90551640580341,84.89022411854324,83.5362525786807,84.11066436767578,18533000
2019-01-17,83.79063721801559,84.93125942832913,83.63472275769588,84.45531463623047,14247600
2019-01-18,85.15282892303537,86.08010188806497,84.38147670172717,85.82571411132812,16428700
2019-01-22,84.58660781987085,85.0051051479047,83.80704182056729,84.47172546386719,17083700
2019-01-23,84.88202867611211,85.0953780638152,83.6757575737857,84.25837707519531,12146700
2019-01-24,83.80704041709808,84.59480781391044,83.65113222834336,84.30760192871094,11296800
2019-01-25,84.939476708355,85.59594652907035,84.30761738446134,84.84100341796875,14369400
2019-01-28,84.43070350764529,85.53850136536167,84.18452342343294,85.24308776855469,12283100
2019-01-29,85.24308381251623,86.25241459820141,85.12000003674184,85.4810562133789,9743300
2019-01-30,85.45642287039435,86.35907252770387,85.1610093446395,85.67798614501953,12526300
2019-01-31,84.85742413706106,85.17745452530791,84.29942131077574,84.9312744140625,17520600
2019-02-01,85.34156105436355,86.03906294547241,84.9476741717477,85.24308776855469,13000800
2019-02-04,85.16923562363036,85.54670715332031,84.52917493152046,85.54670715332031,9871500
2019-02-05,85.76827150188024,85.79289452034655,84.75894686646157,85.16924285888672,12763000
2019-02-06,85.10358758971033,85.8503292447961,84.9066472811484,85.12820434570312,8745000
2019-02-07,84.72610124515329,84.93124919005682,83.24083212744972,84.0121841430664,13177500
2019-02-08,83.76601326066776,83.97936262309591,82.1084143026112,83.17518615722656,12892600
2019-02-11,83.50343593503663,83.70858391602637,82.69104542267121,82.78131103515625,10978500
2019-02-12,83.65932499584626,84.45529998160687,83.6100914950753,84.19271087646484,12852300
2019-02-13,84.43890229216076,85.21846204241304,84.43890229216076,84.59481048583984,10754100
2019-02-14,84.08605315645559,84.60302380062711,83.1669879728646,84.0450210571289,11518500
2019-02-15,85.25950920498151,86.73657103393329,85.06256887991195,86.61348724365234,14716900
2019-02-19,86.08828794143845,86.46575941464918,85.18563196134916,86.30984497070312,12764900
2019-02-20,86.3344609667652,86.81861337553882,86.06366417510971,86.72834777832031,10030300
2019-02-21,86.53142858626839,86.97454904156257,86.12934023744646,86.54784393310547,8400100
2019-02-22,86.73656701479507,87.05659737593628,85.98162391982707,86.16215515136719,10647300
